"source_dir","modality","formula","setup","model","n_runs","run_name","wandb_project","command","confidence"
"wandb_downloads_image_only","Simulation-only","mass","concrete","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_mass_concrete_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_mass_concrete.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_mass_concrete_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","ohm","abbrev","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_ohm_abbrev_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_ohm_abbrev.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_ohm_abbrev_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","ohm","abbrev","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_ohm_abbrev_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_ohm_abbrev.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_ohm_abbrev_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","ohm","abstract","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_ohm_abstract_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_ohm_abstract.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_ohm_abstract_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","ohm","abstract","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_ohm_abstract_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_ohm_abstract.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_ohm_abstract_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","ohm","concrete","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_ohm_concrete_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_ohm_concrete.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_ohm_concrete_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","ohm","concrete","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_ohm_concrete_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_ohm_concrete.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_ohm_concrete_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","resistors","abbrev","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_resistors_abbrev_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_resistors_abbrev.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_resistors_abbrev_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","resistors","abbrev","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_resistors_abbrev_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_resistors_abbrev.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_resistors_abbrev_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","resistors","abstract","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_resistors_abstract_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_resistors_abstract.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_resistors_abstract_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","resistors","abstract","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_resistors_abstract_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_resistors_abstract.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_resistors_abstract_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","resistors","concrete","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_resistors_concrete_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_resistors_concrete.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_resistors_concrete_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","resistors","concrete","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_resistors_concrete_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_resistors_concrete.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_resistors_concrete_qwen25_vl_7b_n10","high"
